Patient_117,Patient_117
Otu0607,Veillonella
Otu0608,Bacteria_unclassified
Otu0609,Bacilli_unclassified
Otu0610,Prevotella
Otu0611,Staphylococcus
Otu0612,Veillonellaceae_unclassified
Otu0613,Bacilli_unclassified
Otu0614,Lactobacillus
Otu0615,Porphyromonadaceae_unclassified
Otu0616,Pseudomonadaceae_unclassified
Otu0617,Streptococcus
Otu0618,Rothia
Otu0619,Pseudomonadaceae_unclassified
Otu0620,Streptococcus
Otu0621,Lactobacillus
Otu0622,Dolosigranulum
Otu0623,Actinomycetales_unclassified
Otu0624,Terrisporobacter
Otu0625,Veillonellaceae_unclassified
Otu0626,Sneathia
Otu0627,Altererythrobacter
Otu0628,Streptococcus
Otu0629,Actinomyces
Otu0630,Prevotella
Otu0631,Micrococcaceae_unclassified
Otu0632,Bacillales_unclassified
Otu0633,Clostridiales_Incertae_Sedis_XIII_unclassified
Otu0634,Actinomyces
Otu0635,Bifidobacteriaceae_unclassified
Otu0636,Leptotrichia
Otu0637,Actinomyces
Otu0638,Streptococcus
Otu0639,Streptococcus
Otu0640,Sphingobacterium
Otu0641,Varibaculum
Otu0642,Veillonella
Otu0643,Veillonella
Otu0644,Bacilli_unclassified
Otu0645,Streptococcus
Otu0646,Prevotella
Otu0647,Pseudomonadaceae_unclassified
Otu0648,Prevotella
Otu0649,Neisseriaceae_unclassified
Otu0650,Bacilli_unclassified
Otu0651,Blautia
Otu0652,Actinomyces
Otu0653,Bacteria_unclassified
Otu0654,Neisseriaceae_unclassified
Otu0655,Erysipelotrichaceae_unclassified
Otu0656,Rothia
Otu0657,Streptococcus
Otu0658,Streptococcus
Otu0659,Ruminococcaceae_unclassified
Otu0660,Ruminococcaceae_unclassified
Otu0661,Rhizobiales_unclassified
Otu0662,Rothia
Otu0663,Proteus
Otu0664,Streptococcus
Otu0665,Lactobacillales_unclassified
Otu0666,Actinomyces
Otu0667,Oscillibacter
Otu0668,Actinomyces
Otu0669,Alloprevotella
Otu0670,Streptococcus
Otu0671,Fusobacterium
Otu0672,Pseudomonadaceae_unclassified
Otu0673,Streptococcus
Otu0674,Micrococcus
Otu0675,Fusobacterium
Otu0676,Clostridium_IV
Otu0677,Veillonella
Otu0678,Prevotella
Otu0679,Prevotella
Otu0680,Pasteurellaceae_unclassified
Otu0681,Veillonella
Otu0682,Rothia
Otu0683,Porphyromonadaceae_unclassified
Otu0684,Actinomyces
Otu0685,Geobacillus
Otu0686,Prevotella
Otu0687,Micrococcaceae_unclassified
Otu0688,Prevotella
Otu0689,Lactobacillales_unclassified
Otu0690,Streptococcus
Otu0691,Pseudomonadaceae_unclassified
Otu0692,Prevotella
Otu0693,Rothia
Otu0694,Streptococcus
Otu0695,Streptococcus
Otu0696,Streptococcus
Otu0697,Actinomycetales_unclassified
Otu0698,Streptococcus
Otu0699,Prevotella
Otu0700,Burkholderiaceae_unclassified
Otu0701,Rothia
Otu0702,Clostridium_XlVa
Otu0703,SR1_unclassified
Otu0704,Veillonella
Otu0705,Actinomyces
Otu0706,Prevotella
Otu0707,Haemophilus
Otu0708,Veillonella
Otu0709,Staphylococcus
Otu0710,Pseudomonas
Otu0711,Bacillales_unclassified
Otu0712,Rothia
Otu0713,Veillonella
Otu0714,Prevotella
Otu0715,Leptotrichia
Otu0716,Bacillales_unclassified
Otu0717,Streptococcus
Otu0718,Pseudomonadaceae_unclassified
Otu0719,Pseudomonadaceae_unclassified
Otu0720,Actinomyces
Otu0721,Turicibacter
Otu0722,Bacillales_unclassified
Otu0723,Prevotella
Otu0724,Streptococcus
Otu0725,Lachnoanaerobaculum
Otu0726,Streptococcus
Otu0727,Streptococcus
Otu0728,Streptococcus
Otu0729,Rothia
Otu0730,Streptococcus
Otu0731,Prevotella
Otu0732,Porphyromonadaceae_unclassified
Otu0733,Actinomycetales_unclassified
Otu0734,Actinomycetales_unclassified
Otu0735,Weissella
Otu0736,Barnesiella
Otu0737,Staphylococcus
Otu0738,Rothia
Otu0739,Carnobacteriaceae_unclassified
Otu0740,Romboutsia
Otu0741,Pseudomonadaceae_unclassified
Otu0742,Burkholderia
Otu0743,Alistipes
Otu0744,Streptococcus
Otu0745,Pseudomonadaceae_unclassified
Otu0746,Rothia
Otu0747,Lactococcus
Otu0748,Actinomyces
Otu0749,Veillonella
Otu0750,Veillonella
Otu0751,Stenotrophomonas
Otu0752,Porphyromonadaceae_unclassified
Otu0753,Leptotrichia
Otu0754,Actinomycetales_unclassified
Otu0755,Bacillales_unclassified
Otu0756,Staphylococcus
Otu0757,Neisseria
Otu0758,Leptotrichia
Otu0759,Staphylococcus
Otu0760,Actinomyces
Otu0761,Ruminococcus2
Otu0762,Leptotrichia
Otu0763,Lachnospiraceae_unclassified
Otu0764,Leptotrichia
Otu0765,Veillonella
Otu0766,Bacilli_unclassified
Otu0767,Neisseria
Otu0768,Oscillibacter
Otu0769,Stenotrophomonas
Otu0770,Streptococcus
Otu0771,Peptoniphilus
Otu0772,Pseudomonadaceae_unclassified
Otu0773,Actinomyces
Otu0774,Streptococcus
Otu0775,Bacilli_unclassified
Otu0776,Leptotrichia
Otu0777,Streptococcus
Otu0778,Stomatobaculum
Otu0779,Anaerococcus
Otu0780,Pasteurellaceae_unclassified
Otu0781,Mycoplasma
Otu0782,Rothia
Otu0783,Stenotrophomonas
Otu0784,Oribacterium
Otu0785,Odoribacter
Otu0786,Prevotella
Otu0787,Deinococcus
Otu0788,Prevotella
Otu0789,Ruminococcaceae_unclassified
Otu0790,Actinomycetales_unclassified
Otu0791,Capnocytophaga
Otu0792,Leptotrichia
Otu0793,Flavonifractor
Otu0794,Rothia
Otu0795,Scardovia
Otu0796,Pseudomonadaceae_unclassified
Otu0797,Streptobacillus
Otu0798,Veillonella
Otu0799,Bacteria_unclassified
Otu0800,Chryseomicrobium
Otu0801,Abiotrophia
Otu0802,Veillonella
Otu0803,Ruminococcaceae_unclassified
Otu0804,Streptococcus
Otu0805,Staphylococcus
